店舗,機種名,総導入台数,稼働日数,平均差枚数,勝率,集計数
オーギヤ安城,スマスロ 秘宝伝,3,65,-146.04102564102564,0.3076923076923077,195
ラッキー1番江南,スマスロ 秘宝伝,6,72,-147.05555555555554,0.3287037037037037,216
キクヤ春日井,スマスロ 秘宝伝,37,72,-151.24387527839644,0.3151447661469933,898
タイキ豊橋藤沢,スマスロ 秘宝伝,3,66,-151.62121212121212,0.2878787878787879,198
コンコルド岐阜羽島駅前,スマスロ 秘宝伝,3,63,-152.52910052910053,0.3492063492063492,189
メガコンコルド稲沢,スマスロ 秘宝伝,13,71,-157.02477876106195,0.3274336283185841,565
ZENT市ノ坪,スマスロ 秘宝伝,4,72,-161.45486111111111,0.3506944444444444,288
メガコンコルド豊田インター,スマスロ 秘宝伝,10,70,-165.65961945031714,0.3234672304439746,473
グランドオータ鳴海,スマスロ 秘宝伝,7,72,-166.03174603174602,0.3154761904761904,504
プレイランドキャッスル大垣,スマスロ 秘宝伝,22,66,-169.352422907489,0.3054331864904552,681
ZENT名古屋北,スマスロ 秘宝伝,12,69,-171.32729468599032,0.3055555555555556,828
プレイランドキャッスル小牧,スマスロ 秘宝伝,13,70,-179.6696750902527,0.3231046931407942,554
メガガイア一宮,スマスロ 秘宝伝,20,70,-187.8542857142857,0.3057142857142857,700
キング観光サウザンド近鉄四日市,スマスロ 秘宝伝,18,71,-190.32904884318765,0.2647814910025707,389
ABC豊川,スマスロ 秘宝伝,10,70,-194.04857142857145,0.3228571428571428,350
JP888,スマスロ 秘宝伝,13,71,-196.8463687150838,0.2346368715083799,358
メガコンコルド大口41号通り,スマスロ 秘宝伝,18,71,-197.4964412811388,0.3256227758007117,562
メガコンコルド岡崎インター,スマスロ 秘宝伝,8,65,-199.73774509803923,0.3137254901960784,408
プレイランドキャッスル尾頭橋,スマスロ 秘宝伝,11,72,-199.73831775700936,0.322429906542056,214
ZENT刈谷,スマスロ 秘宝伝,15,71,-202.0,0.2929577464788732,355
プレイランドキャッスル大曽根,スマスロ 秘宝伝,43,67,-203.42238267148016,0.2815884476534296,554
ZENT梅坪,スマスロ 秘宝伝,10,72,-209.01111111111112,0.3361111111111111,360
プレイランドキャッスル知多にしの台,スマスロ 秘宝伝,2,69,-211.05072463768116,0.3405797101449275,138
ZENT稲沢,スマスロ 秘宝伝,12,72,-213.05092592592592,0.3449074074074074,432
KYORAKU妙音通,スマスロ 秘宝伝,1,72,-216.58333333333337,0.2638888888888889,72
キクヤ長良,スマスロ 秘宝伝,4,65,-221.19767441860463,0.2790697674418604,258
オーギヤ江南,スマスロ 秘宝伝,1,70,-230.78571428571428,0.3857142857142857,70
がちゃぽん南,スマスロ 秘宝伝,3,66,-231.07070707070707,0.303030303030303,198
キング観光尾鷲,スマスロ 秘宝伝,4,73,-237.8287671232877,0.2602739726027397,146
キャッスル大金,スマスロ 秘宝伝,11,74,-242.0130548302872,0.3054830287206266,383
MGM四日市,スマスロ 秘宝伝,8,71,-244.33802816901408,0.3286384976525822,213
コンコルド愛西日比野駅前,スマスロ 秘宝伝,7,69,-245.7832512315271,0.3201970443349753,203
メガコンコルド豊川インター,スマスロ 秘宝伝,24,63,-247.9265873015873,0.3154761904761904,504
パチンコ立岩,スマスロ 秘宝伝,1,68,-250.23529411764707,0.3823529411764705,68
キング観光サウザンド今池2号,スマスロ 秘宝伝,7,71,-258.5763358778626,0.3091603053435114,262
ラッキープラザ関,スマスロ 秘宝伝,2,73,-258.60674157303373,0.3707865168539326,89
マルシン777,スマスロ 秘宝伝,12,71,-262.96153846153845,0.3461538461538461,468
ZENT豊田本店,スマスロ 秘宝伝,10,71,-269.8338028169014,0.3211267605633803,355
キング観光サウザンド鈴鹿,スマスロ 秘宝伝,34,71,-269.8632619439868,0.2932454695222405,607
キング観光サウザンド栄若宮大通,スマスロ 秘宝伝,33,65,-271.69257340241796,0.2970639032815199,579
キング観光鈴鹿インター,スマスロ 秘宝伝,9,72,-273.9537037037037,0.2685185185185185,216
キング観光笠寺,スマスロ 秘宝伝,2,71,-274.88732394366195,0.323943661971831,71
ZENT可児,スマスロ 秘宝伝,15,69,-276.4028985507246,0.3188405797101449,345
メガコンコルド刈谷知立,スマスロ 秘宝伝,15,65,-277.61603375527426,0.2890295358649789,474
キクヤ島,スマスロ 秘宝伝,24,69,-280.15781710914456,0.2772861356932153,678
ラッキー1番日進竹の山,スマスロ 秘宝伝,8,72,-281.39666666666665,0.34,300
KEIZ中川運河,スマスロ 秘宝伝,8,72,-282.0625,0.3368055555555556,288
ZENT岡崎インター,スマスロ 秘宝伝,12,70,-290.4738095238095,0.2714285714285714,420
キング観光新瑞,スマスロ 秘宝伝,4,70,-294.68055555555554,0.3055555555555556,72
キング666飛騨高山,スマスロ 秘宝伝,8,68,-295.3529411764706,0.2720588235294117,136
玉越中川,スマスロ 秘宝伝,6,72,-298.3449074074074,0.3171296296296296,432
メガコンコルド岡崎北,スマスロ 秘宝伝,5,68,-299.0911764705882,0.3117647058823529,340
ZENT各務原,スマスロ 秘宝伝,3,72,-300.25,0.3425925925925926,216
メガコンコルドBLAZE,スマスロ 秘宝伝,8,65,-300.7093023255814,0.3003875968992248,516
プレイランドキャッスル上社,スマスロ 秘宝伝,9,72,-303.51851851851853,0.2438271604938271,324
ZENT豊橋藤沢店,スマスロ 秘宝伝,4,39,-304.36538461538464,0.4038461538461538,156
キング観光サウザンド桑名サンシパーク,スマスロ 秘宝伝,6,73,-308.463768115942,0.2850241545893719,414
プレイランドキャッスル知多東海,スマスロ 秘宝伝,2,67,-308.5970149253731,0.3358208955223881,134
メガコンコルド名古屋みなと23号通り,スマスロ 秘宝伝,8,66,-316.5359848484849,0.3125,528
メガスロットコンコルド吉浜,スマスロ 秘宝伝,8,68,-319.81024096385545,0.2289156626506024,332
プレイランドキャッスル記念橋南,スマスロ 秘宝伝,8,75,-321.04356435643564,0.2415841584158415,505
ZENT扶桑,スマスロ 秘宝伝,5,72,-323.22222222222223,0.3111111111111111,360
リブレ遊援館,スマスロ 秘宝伝,4,73,-336.75342465753425,0.3767123287671233,146
プレイランドキャッスル天白,スマスロ 秘宝伝,13,69,-363.57073170731707,0.3073170731707317,410
キング666半田,スマスロ 秘宝伝,2,69,-370.7391304347826,0.3768115942028985,69
プレイランド第一平和,スマスロ 秘宝伝,1,72,-375.84722222222223,0.25,72
キング観光名張,スマスロ 秘宝伝,5,73,-402.7839195979899,0.2462311557788944,199
オータ岡崎,スマスロ 秘宝伝,4,69,-405.1521739130435,0.2536231884057971,138
キクヤ本店,スマスロ 秘宝伝,2,66,-405.1666666666667,0.2727272727272727,66
キング観光サウザンド桑名本店,スマスロ 秘宝伝,20,75,-405.6349809885931,0.2281368821292775,526
キング観光サウザンド生桑,スマスロ 秘宝伝,19,72,-407.5945945945946,0.2466216216216216,592
キクヤ穂積,スマスロ 秘宝伝,30,66,-445.5712121212121,0.2863636363636364,660
サンシャインKYORAKU平針,スマスロ 秘宝伝,4,70,-451.3142857142857,0.3285714285714285,140
キング観光サウザンド栄東新町,スマスロ 秘宝伝,3,72,-459.6296296296296,0.2453703703703703,216
キング観光サウザンド津,スマスロ 秘宝伝,27,73,-473.65070093457945,0.2908878504672897,856
KYORAKU東海,スマスロ 秘宝伝,2,71,-491.7887323943662,0.2816901408450704,71
メガコンコルドみなと木場インター,スマスロ 秘宝伝,7,69,-499.3192488262911,0.2629107981220657,213
ラッキープラザ弥富,スマスロ 秘宝伝,3,72,-514.6388888888889,0.3055555555555556,72
メガコンコルド西尾,スマスロ 秘宝伝,5,71,-534.5308641975308,0.2592592592592592,81
ラッキープラザ津島,スマスロ 秘宝伝,1,15,-2287.266666666667,0.0666666666666666,15
メガコンコルド西尾,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,92,557.1818181818181,0.3454545454545454,110
コスモジャパン三谷,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,163,159.1809116809117,0.235042735042735,702
タイキ四日市泊小柳,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,141,129.80838323353294,0.278443113772455,334
タイキ豊橋藤沢,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,98,109.99583333333334,0.1791666666666666,240
キング観光名張,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,197,101.9770642201835,0.3027522935779816,218
M&K岡崎,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,289,101.340830449827,0.2768166089965398,578
ZENT555,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,209,97.7952559300874,0.2409488139825218,801
ラッキープラザ可児,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,177,96.45962732919254,0.2505175983436853,483
ZENT豊田本店,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,244,92.5925925925926,0.270233196159122,729
メガコンコルド稲沢,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,12,211,90.51295336787564,0.3147668393782383,772
メガコンコルド岡崎北,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,13,200,86.47085889570552,0.2576687116564417,652
パーラーワールド小牧,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,11,179,83.17692307692307,0.1435897435897435,390
ZENT豊橋藤沢店,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,12,219,79.68742216687423,0.2914072229140722,803
KYORAKU東海,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,152,72.63230240549828,0.3367697594501718,582
コスモジャパン大府,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,29,125,64.70202429149798,0.2615384615384615,1235
がちゃぽん南,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,224,58.322105263157894,0.2284210526315789,950
ZENT名古屋北,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,168,49.67460317460318,0.3055555555555556,1512
キクヤ長良,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,120,46.579754601226995,0.294478527607362,326
キクヤ穂積,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,38,117,29.39688979039892,0.27315753887762,1479
コスモジャパン蒲郡,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,135,24.209328782707622,0.2616609783845279,879
メガコンコルドみなと木場インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,13,247,23.278061224489797,0.2729591836734694,392
ZENT岡崎インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,223,22.786216596343177,0.2756680731364275,711
KYORAKU西,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,181,20.789846517119244,0.2066115702479339,847
ZENT木曽川,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,300,19.340283569641368,0.2710592160133444,1199
プレイランドキャッスルワンダー,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,40,86,18.45872340425532,0.2221276595744681,1175
キング観光サウザンド桑名本店,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,18,190,16.306513409961685,0.2528735632183908,783
KYORAKU妙音通,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,194,9.313092979127134,0.2485768500948766,527
プレイランドキャッスル尾頭橋,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,20,161,0.3368983957219251,0.2780748663101604,561
ゴー港,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,121,0.2283464566929134,0.1692913385826771,254
プレイランドキャッスル知多にしの台,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,149,-4.624790619765494,0.2763819095477386,597
コンコルド愛西日比野駅前,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,199,-9.23002421307506,0.2857142857142857,413
ZENT可児,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,176,-14.725212464589235,0.2705382436260623,706
KEIZ中川運河,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,25,152,-16.855198019801982,0.2493811881188118,1616
キング観光新瑞,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,103,-16.932038834951456,0.2524271844660194,103
メガコンコルド大口41号通り,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,121,-17.48148148148148,0.2622222222222222,675
グランドオータ鳴海,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,18,179,-20.72957422324511,0.2612197928653625,869
サンパレス,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,226,-21.20488940628638,0.1722933643771827,859
ラッキー1番江南,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,172,-23.77922077922078,0.2294372294372294,462
ZENT各務原,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,219,-26.39240506329114,0.2805907172995781,474
メガコンコルド春日井,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,120,-29.173986486486488,0.3226351351351351,592
プレイランドキャッスル天白,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,26,184,-32.813141683778234,0.2802874743326489,974
メガコンコルドBLAZE,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,82,-34.332089552238806,0.3208955223880597,536
KEIZ港,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,160,-34.55801104972376,0.2850828729281768,905
キクヤ春日井,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,20,123,-34.957622739018085,0.227906976744186,1935
キング観光尾鷲,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,12,177,-35.30769230769231,0.2105263157894736,247
キクヤ島,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,18,79,-37.520833333333336,0.2578125,768
ZENT梅坪,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,13,193,-38.1640866873065,0.2894736842105263,646
ZENT稲沢,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,5,194,-39.22139830508475,0.2658898305084746,944
キング観光サウザンド鈴鹿,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,34,147,-40.024844720496894,0.2944099378881987,805
マルシン777,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,270,-41.08056872037915,0.2758293838862559,1055
オーギヤ安城,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,228,-42.25,0.2105263157894736,684
プレイランドキャッスル知多東海,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,42,-42.385714285714286,0.2285714285714285,70
A-FLAG瀬戸,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,193,-45.86010362694301,0.2487046632124352,193
サンシャインKYORAKU平針,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,196,-47.18388791593695,0.266199649737303,571
メガコンコルド岡崎インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,16,114,-47.69204545454546,0.296590909090909,880
ラッキープラザ関,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,17,203,-48.108552631578945,0.1611842105263158,608
ラッキープラザ津島,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,256,-50.35546875,0.244140625,512
メガコンコルド刈谷知立,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,12,115,-50.51827676240209,0.3015665796344647,766
キング666飛騨高山,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,223,-51.01253918495298,0.2366771159874608,638
グランワールドカップ本巣,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,11,65,-54.96615384615384,0.2646153846153846,325
メガコンコルド豊川インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,114,-59.60393603936039,0.3148831488314883,813
コスモジャパン西尾,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,192,-63.21700404858299,0.1910931174089069,1235
MGM四日市,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,204,-65.4561626429479,0.1829733163913595,787
A-FLAG津,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,174,-66.09396914446003,0.1584852734922861,713
プレイランドキャッスル春日井,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,26,226,-69.26940231935771,0.2694023193577163,1121
プレイランドキャッスル熱田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,19,156,-71.65786901270772,0.273704789833822,1023
メガコンコルド名古屋みなと23号通り,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,16,152,-74.503259452412,0.3076923076923077,767
プレイランドキャッスル知多,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,101,-74.70943396226416,0.3018867924528302,265
玉越中川,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,11,243,-76.1048805815161,0.2917964693665628,963
メガガイア一宮,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,215,-81.89234449760765,0.2488038277511961,836
キング観光鈴鹿インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,173,-82.34682080924856,0.2658959537572254,173
ラッキープラザ弥富,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,301,-82.75249169435216,0.2558139534883721,602
プレイランドキャッスル記念橋南,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,11,141,-83.90301724137932,0.2456896551724137,464
ABC豊川,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,27,170,-103.19233838786911,0.2226656025538707,1253
キング観光サウザンド今池2号,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,16,159,-104.41690962099123,0.239067055393586,343
ZENT扶桑,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,267,-104.65234899328858,0.2348993288590604,745
キング観光サウザンド栄東新町,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,145,-104.70192307692308,0.2668269230769231,416
オーギヤ江南,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,5,85,-106.37588652482268,0.2056737588652482,141
ZENT市ノ坪,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,121,-107.45137157107231,0.2718204488778055,401
コンコルド岐阜羽島駅前,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,168,-107.98360655737704,0.2927400468384075,427
リブレ遊援館,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,194,-112.76045016077173,0.2797427652733119,622
ラッキープラザ名古屋西インター七宝,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,15,293,-112.79144385026738,0.253475935828877,935
プレイランドキャッスル大垣,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,22,175,-113.5748709122203,0.2444061962134251,1162
ZENT刈谷,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,238,-113.9739263803681,0.263803680981595,652
キング観光サウザンド生桑,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,29,138,-120.05638665132336,0.2646720368239356,869
ZENT住吉,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,221,-124.14754098360656,0.3278688524590163,366
M&K本店,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,299,-128.21080508474577,0.2711864406779661,944
M&K道光寺,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,2,180,-134.48333333333332,0.2555555555555555,180
プレイランド第一平和,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,1,152,-136.10526315789474,0.2236842105263158,152
オーギヤタウン半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,192,-137.25198412698413,0.2658730158730158,1008
プレイランドキャッスル大曽根,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,17,102,-140.86977886977888,0.2616707616707617,814
キング観光サウザンド栄若宮大通,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,19,87,-140.91637010676158,0.3078291814946619,562
オータ岡崎,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,5,180,-141.11111111111111,0.2944444444444444,180
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,3,102,-144.39613526570048,0.1256038647342995,207
キング666一宮,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,180,-148.1628498727735,0.2315521628498727,393
キクヤ本店,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,1,150,-150.20666666666668,0.2333333333333333,150
コンコルド一宮尾西インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,135,-150.62004662004662,0.2587412587412587,429
JP888,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,12,210,-167.23809523809524,0.1841269841269841,630
パチンコ立岩,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,143,-168.0909090909091,0.2476489028213166,319
キング観光サウザンド桑名サンシパーク,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,6,166,-177.7027027027027,0.2432432432432432,481
キング観光熊野,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,16,230,-187.6742209631728,0.1898016997167138,353
メガスロットコンコルド吉浜,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,17,238,-187.95373665480423,0.2099644128113879,562
キング観光いなべ,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,7,224,-189.056,0.1973333333333333,375
プレイランドキャッスル上社,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,14,170,-193.1062937062937,0.2209790209790209,715
メガコンコルド大垣インター南,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,253,-194.12252252252253,0.236036036036036,555
キング観光サウザンド津,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,64,-199.02666666666667,0.2533333333333333,300
キング観光サウザンド松阪,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,4,238,-199.94117647058823,0.2394957983193277,238
メガコンコルド豊田インター,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,150,-204.54895666131625,0.2969502407704655,623
プレイランドキャッスル小牧,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,30,88,-213.2911877394636,0.2701149425287356,522
G&L一宮,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,1,116,-235.83620689655172,0.1982758620689655,116
ラッキー1番日進竹の山,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,9,166,-239.0686070686071,0.1683991683991684,481
キング観光サウザンド近鉄四日市,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,17,175,-255.83969465648855,0.2340966921119593,393
キャッスル大金,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,10,179,-267.8619791666667,0.2213541666666666,384
キング666東海,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,11,153,-313.180790960452,0.224105461393597,531
キング観光笠寺,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,5,90,-335.5888888888889,0.3444444444444444,90
プレイランドキャッスル東郷,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,8,50,-339.245,0.2825,400
オーギヤ江南,スマスロ 聖戦士ダンバイン,2,30,287.68333333333334,0.3333333333333333,60
オータ岡崎,スマスロ 聖戦士ダンバイン,4,192,220.51041666666663,0.3697916666666667,192
パーラーワールド小牧,スマスロ 聖戦士ダンバイン,2,27,180.5185185185185,0.2222222222222222,27
コスモジャパン大府,スマスロ 聖戦士ダンバイン,26,180,147.5163599182004,0.3793456032719836,978
キング観光サウザンド津,スマスロ 聖戦士ダンバイン,1,14,122.64285714285714,0.4285714285714285,14
キング観光サウザンド鈴鹿,スマスロ 聖戦士ダンバイン,19,141,110.54567307692308,0.3341346153846153,416
プレイランド第一平和,スマスロ 聖戦士ダンバイン,1,77,106.4025974025974,0.2337662337662337,77
ZENT555,スマスロ 聖戦士ダンバイン,2,358,89.5521064301552,0.3946784922394678,451
ラッキープラザ可児,スマスロ 聖戦士ダンバイン,6,212,79.47826086956522,0.29923273657289,391
メガコンコルドみなと木場インター,スマスロ 聖戦士ダンバイン,23,297,70.23251748251748,0.2762237762237762,572
キング観光新瑞,スマスロ 聖戦士ダンバイン,4,154,64.67532467532467,0.3636363636363636,154
コスモジャパン蒲郡,スマスロ 聖戦士ダンバイン,13,140,60.095238095238095,0.3827838827838827,546
プレイランドキャッスル知多,スマスロ 聖戦士ダンバイン,1,156,55.1025641025641,0.3782051282051282,156
プレイランドキャッスル天白,スマスロ 聖戦士ダンバイン,6,124,51.5,0.3855140186915888,428
コンコルド一宮尾西インター,スマスロ 聖戦士ダンバイン,5,154,48.74025974025974,0.3831168831168831,154
ラッキープラザ津島,スマスロ 聖戦士ダンバイン,1,35,41.34285714285714,0.4857142857142857,35
ZENT岡崎インター,スマスロ 聖戦士ダンバイン,1,40,36.75,0.425,40
プレイランドキャッスル記念橋南,スマスロ 聖戦士ダンバイン,15,272,32.08741258741259,0.3496503496503496,572
メガスロットコンコルド吉浜,スマスロ 聖戦士ダンバイン,6,96,30.818181818181817,0.4242424242424242,99
ラッキー1番日進竹の山,スマスロ 聖戦士ダンバイン,6,77,26.964285714285715,0.1535714285714285,280
キング666東海,スマスロ 聖戦士ダンバイン,10,156,22.409313725490197,0.3088235294117647,408
ZENT豊田本店,スマスロ 聖戦士ダンバイン,3,267,22.138576779026216,0.3857677902621723,267
プレイランドキャッスル上社,スマスロ 聖戦士ダンバイン,2,252,11.325396825396826,0.3928571428571428,252
コンコルド愛西日比野駅前,スマスロ 聖戦士ダンバイン,3,165,2.9454545454545453,0.3818181818181818,165
プレイランドキャッスル春日井,スマスロ 聖戦士ダンバイン,5,193,0.956043956043956,0.3604395604395604,455
キング観光サウザンド松阪,スマスロ 聖戦士ダンバイン,4,152,-12.938144329896907,0.1546391752577319,194
ラッキー1番江南,スマスロ 聖戦士ダンバイン,5,145,-18.311827956989248,0.2553763440860215,372
KYORAKU妙音通,スマスロ 聖戦士ダンバイン,19,370,-21.104761904761904,0.3005291005291005,945
キング666飛騨高山,スマスロ 聖戦士ダンバイン,2,129,-22.627906976744185,0.3488372093023256,129
ラッキープラザ弥富,スマスロ 聖戦士ダンバイン,11,450,-34.82035928143713,0.2203592814371257,835
キクヤ本店,スマスロ 聖戦士ダンバイン,1,57,-36.526315789473685,0.3508771929824561,57
M&K岡崎,スマスロ 聖戦士ダンバイン,1,415,-36.609638554216865,0.363855421686747,415
タイキ四日市泊小柳,スマスロ 聖戦士ダンバイン,6,220,-37.9825,0.365,400
コスモジャパン西尾,スマスロ 聖戦士ダンバイン,12,182,-39.203416149068325,0.2732919254658385,644
G&L一宮,スマスロ 聖戦士ダンバイン,1,336,-42.717261904761905,0.2232142857142857,336
キクヤ春日井,スマスロ 聖戦士ダンバイン,16,90,-45.49488752556237,0.2965235173824131,978
キング観光いなべ,スマスロ 聖戦士ダンバイン,3,143,-45.72727272727273,0.2867132867132867,143
KYORAKU西,スマスロ 聖戦士ダンバイン,4,182,-46.79945054945055,0.2362637362637362,364
キング観光熊野,スマスロ 聖戦士ダンバイン,5,173,-51.68208092485549,0.3179190751445087,173
JP888,スマスロ 聖戦士ダンバイン,8,178,-52.91081593927894,0.2884250474383302,527
キャッスル大金,スマスロ 聖戦士ダンバイン,3,139,-53.19565217391305,0.233695652173913,368
キング観光サウザンド今池2号,スマスロ 聖戦士ダンバイン,10,185,-56.81978798586572,0.3568904593639576,283
キング観光サウザンド栄若宮大通,スマスロ 聖戦士ダンバイン,23,135,-57.97966101694915,0.3542372881355932,590
リブレ遊援館,スマスロ 聖戦士ダンバイン,1,257,-67.92607003891051,0.3346303501945525,257
ABC豊川,スマスロ 聖戦士ダンバイン,10,226,-70.81358609794628,0.3222748815165877,633
メガコンコルド大口41号通り,スマスロ 聖戦士ダンバイン,11,305,-72.2696365767878,0.3716295427901524,853
メガコンコルド稲沢,スマスロ 聖戦士ダンバイン,9,138,-74.3720073664825,0.3480662983425414,543
プレイランドキャッスル熱田,スマスロ 聖戦士ダンバイン,19,120,-76.30655737704917,0.3721311475409836,610
メガガイア一宮,スマスロ 聖戦士ダンバイン,2,454,-84.46035242290749,0.3964757709251101,454
キング観光サウザンド近鉄四日市,スマスロ 聖戦士ダンバイン,9,139,-87.43846153846154,0.3358974358974358,390
